Protokollnummer,Name,Position,Partei,Geschlecht,Jahrgang,Oberthema,Unterthema,Dreiklang
46,Petra Olschowski,Ministerin,GRUENE,w,1965,Sonstiges,Dienstreise Kretschmann,
47,Dr Gisela Splett,Staatssekreaterin,GRUENE,w,1967,Sonstiges,dienstrechtliche Vorschrift,
47,Peter Seimer,Abg,GRUENE,m,1993,Sonstiges,dienstrechtliche Vorschrift,
48,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Entlassung Strobl,
48,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Entlassung Strobl,
50,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Sonstiges,Verwaltungsanbindung,
56,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sonstiges,Gendern,
63,Daniel Lede Abal,Abg,GRUENE,m,1976,Sonstiges,Geschaeftsordnung,
31,Klaus Burger,Abg,CDU,m,1958,Ukraine,Ernaehrungsversorgung,
31,Klaus Burger,Abg,CDU,m,1958,Ukraine,Ernaehrungsversorgung,
31,Manuel Hagel,Abg,CDU,m,1988,Ukraine,,
31,Peter Hauk,Minister,CDU,m,1960,Ukraine,Ernaehrungsversorgung,
31,Thomas Strobl,"Minister des Inneren, für Digitalisierung und Kommunen",CDU,m,1960,Ukraine,,
32,Raimund Haser,Abg,CDU,m,1975,Ukraine,Energie,
34,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Ukraine,,
34,Manuel Hagel,Abg,CDU,m,1988,Ukraine,,
35,Thomas Doerflinger,Abg,CDU,m,1969,Ukraine,,
41,Klaus Burger,Abg,CDU,m,1958,Ukraine,Ernaehrungssicherheit,
41,Peter Hauk,Minister,CDU,m,1960,Ukraine,Ernaehrungssicherheit,
44,Raimund Haser,Abg,CDU,m,1975,Ukraine,Energiesicherheit,
46,Ulli Hockenberger,Abg,CDU,m,1956,Ukraine,finanzielle Entlastung,
50,Manuel Hagel,Abg,CDU,m,1988,Ukraine,Krisenbewaeltigung,
31,Andreas Schwarz,Abg,GRUENE,m,1979,Ukraine,,
31,Martin Hahn,Abg,GRUENE,m,1963,Ukraine,Ernaehrungsversorgung,
32,Niklas Nuessle,Abg,GRUENE,m,1994,Ukraine,Energie,
32,Thekla Walker,Ministerin,GRUENE,w,1969,Ukraine,Energie,
34,Andreas Schwarz,Abg,GRUENE,m,1979,Ukraine,,
34,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Ukraine,,
35,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Ukraine,,
35,Silke Gericke,Abg,GRUENE,w,1974,Ukraine,,
41,Martin Hahn,Abg,GRUENE,m,1963,Ukraine,Ernaehrungssicherheit,
44,Jutta Niemann,Abg,GRUENE,w,1971,Ukraine,Energiesicherheit,
44,Thekla Walker,Ministerin,GRUENE,w,1969,Ukraine,Energiesicherheit,
46,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Ukraine,finanzielle Entlastung,
46,Dr Markus Roesler,Abg,GRUENE,m,1961,Ukraine,finanzielle Entlastung,
50,Andreas Schwarz,Abg,GRUENE,m,1979,Ukraine,Krisenbewaeltigung,
50,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Ukraine,Energie,
50,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Ukraine,Krisenbewaeltigung,
9,Klaus Burger,Abg,CDU,m,1958,Umwelt,Sonstiges Umwelt,2
9,Peter Hauk,Minister,CDU,m,1960,Umwelt,Sonstiges Umwelt,2
10,Klaus Burger,Abg,CDU,m,1958,Umwelt,Sonstiges Umwelt,2
10,Konrad Epple,Abg,CDU,m,1963,Umwelt,Sonstiges Umwelt,2
10,Matthias Miller,Abg,CDU,m,1991,Umwelt,Sonstiges Umwelt,2
10,Peter Hauk,Minister,CDU,m,1960,Umwelt,Sonstiges Umwelt,2
10,Thomas Doerflinger,Abg,CDU,m,1969,Umwelt,Sonstiges Umwelt,2
10,Thomas Strobl,Minister,CDU,m,1960,Umwelt,Sonstiges Umwelt,2
10,Winfried Mack,Abg,CDU,m,1965,Umwelt,Sonstiges Umwelt,2
11,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Umwelt,Klimaschutz,2
11,Raimund Haser,Abg,CDU,m,1975,Umwelt,Sonstiges Umwelt,2
11,Raimund Haser,Abg,CDU,m,1975,Umwelt,Klimaschutz,2
11,Thomas Dörflinger,Abg,CDU,m,1969,Umwelt,Tiere,2
11,Winfried Mack,Abg,CDU,m,1965,Umwelt,Sonstiges Umwelt,2
12,Peter Hauk,Minister,CDU,m,1960,Umwelt,Tiere,2
12,Sarah Schweizer,Abg,CDU,w,1983,Umwelt,Tiere,2
13,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Umwelt,Klimaschutz,2
13,Raimund Haser,Abg,CDU,m,1975,Umwelt,Klimaschutz,2
14,Klaus Burger,Abg,CDU,m,1958,Umwelt,Sonstiges Umwelt,2
14,Manuel Hailfinger,Abg,CDU,m,1982,Umwelt,Tiere,2
14,Raimund Haser,Abg,CDU,m,1975,Umwelt,Sonstiges Umwelt,2
16,Klaus Burger,Abg,CDU,m,1958,Umwelt,Sonstiges Umwelt,2
16,Peter Hauk,Minister,CDU,m,1960,Umwelt,Sonstiges Umwelt,2
16,Sarah Schweizer,Abg,CDU,w,1983,Umwelt,Sonstiges Umwelt,2
18,August Schuler,Abg,CDU,m,1957,Umwelt,Sonstiges Umwelt,2
19,Raimund Haser,Abg,CDU,m,1975,Umwelt,Klimaschutz,2
26,Peter Hauk,Minister,CDU,m,1960,Umwelt,Tiere,2
26,Sarah Schweizer,Abg,CDU,w,1983,Umwelt,Tiere,2
27,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Umwelt,Energiewende,2
27,Raimund Haser,Abg,CDU,m,1975,Umwelt,nachhaltige Produktion,2
28,Klaus Burger,Abg,CDU,m,1958,Umwelt,Tiere,2
28,Manuel Hailfinger,Abg,CDU,m,1982,Umwelt,Sonstiges Umwelt,2
28,Thomas Doerflinger,Abg,CDU,m,1969,Umwelt,Tiere,2
32,Klaus Burger,Abg,CDU,m,1958,Umwelt,Tiere,2
34,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Umwelt,Klimaschutzland,2
35,Raimund Haser,Abg,CDU,m,1975,Umwelt,Energiewende,2
36,Klaus Burger,Abg,CDU,m,1958,Umwelt,Tiere,2
36,Peter Hauk,Minister,CDU,m,1960,Umwelt,Tiere,2
37,Marion Gentges,Ministerin,CDU,w,1971,Umwelt,Energiewende,2
37,Peter Hauk,Minister,CDU,m,1960,Umwelt,Tiere,2
37,Sarah Schweizer,Abg,CDU,w,1983,Umwelt,Tiere,2
37,Tobias Vogt,Abg,CDU,m,1973,Umwelt,Energiewende,2
39,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Umwelt,Sonstiges Umwelt,2
39,Peter Hauk,Minister,CDU,m,1960,Umwelt,Sonstiges Umwelt,2
40,Klaus Burger,Abg,CDU,m,1958,Umwelt,oekologische Landwirtschaft,2
40,Klaus Burger,Abg,CDU,m,1958,Umwelt,oekologische Landwirtschaft,2
40,Peter Hauk,Minister,CDU,m,1960,Umwelt,oekologische Landwirtschaft,2
40,Peter Hauk,Minister,CDU,m,1960,Umwelt,oekologische Landwirtschaft,2
41,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Umwelt,OEPNV,2
41,Winfried Mack,Abg,CDU,m,1965,Umwelt,OEPNV,2
47,Christine Neumann Martin,Abg,CDU,w,1986,Umwelt,Energiewende,2
47,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Umwelt,Energiewende,2
47,Nicole Razavi,Ministerin,CDU,w,1965,Umwelt,Energiewende,2
49,Christine Neumann Martin,Abg,CDU,w,1986,Umwelt,Energiewende,2
49,Nicole Razavi,Ministerin,CDU,w,1965,Umwelt,Energiewende,2
50,Klaus Burger,Abg,CDU,m,1958,Umwelt,Tiere,2
53,August Schuler,Abg,CDU,m,1957,Umwelt,nachhaltige Produktion,2
54,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Umwelt,Klimaschutz,2
56,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Umwelt,Klimaschutz,2
56,Peter Hauk,Minister,CDU,m,1960,Umwelt,Sonstiges Umwelt,2
56,Sarah Schweizer,Abg,CDU,w,1983,Umwelt,Sonstiges Umwelt,2
59,Manuel Hailfinger,Abg,CDU,m,1982,Umwelt,Tiere,2
62,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Umwelt,Energiewende,2
63,Dr Albrecht Schuette,Abg,CDU,m,1970,Umwelt,Klimaschutz,2
18,Frank Bonath,Abg,FDP/DVP,m,1972,Umwelt,Sonstiges Umwelt,2
9,Reinhold Pix,Abg,GRUENE,m,1955,Umwelt,Sonstiges Umwelt,2
10,Andreas Schwarz,Abg,GRUENE,m,1979,Umwelt,Sonstiges Umwelt,2
10,Hans Peter Behrens,Abg,GRUENE,m,1961,Umwelt,Sonstiges Umwelt,2
11,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Tiere,2
11,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Sonstiges Umwelt ,2
11,Felix Herkens,Abg,GRUENE,m,1995,Umwelt,Klimaschutz,2
11,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Klimaschutz,2
11,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Klimaschutz,2
12,Reinhold Pix,Abg,GRUENE,m,1955,Umwelt,Tiere,2
13,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Klimaschutz,2
13,Niklas Nuessle,Abg,GRUENE,m,1994,Umwelt,Klimaschutz,2
13,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Klimaschutz,2
13,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Klimaschutz,2
14,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Tiere,2
14,Dr Markus Roesler,Abg,GRUENE,m,1961,Umwelt,Tiere,2
14,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Energiewende,2
14,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Sonstiges Umwelt,2
15,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Energiewende,2
16,Ralf Nentwich,Abg,GRUENE,m,1982,Umwelt,Sonstiges Umwelt,2
18,Bernd Mettenleiter,Abg,GRUENE,m,1971,Umwelt,Sonstiges Umwelt,2
19,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Klimaschutz,2
19,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Klimaschutz,2
26,Reinhold Pix,Abg,GRUENE,m,1955,Umwelt,Tiere,2
27,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Energiewende,2
27,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,nachhaltige Produktion,2
27,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Energiewende,2
27,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,nachhaltige Produktion,2
28,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Tiere,2
28,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Sonstiges Umwelt,2
28,Dr Markus Roesler,Abg,GRUENE,m,1961,Umwelt,Sonstiges Umwelt,2
28,Martina Braun,Abg,GRUENE,w,1960,Umwelt,Tiere,2
32,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Tiere,2
32,Dr Markus Roesler,Abg,GRUENE,m,1961,Umwelt,Tiere,2
34,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Klimaschutzland,2
34,Swantje Sperling,Abg,GRUENE,w,1983,Umwelt,Klimaschutzland,2
35,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Energiewende,2
35,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Energiewende,2
36,Martin Hahn,Abg,GRUENE,m,1963,Umwelt,Tiere,2
37,Daniela Evers,Abg,GRUENE,w,1971,Umwelt,Energiewende,2
37,Reinhold Pix,Abg,GRUENE,m,1955,Umwelt,Tiere,2
39,Reinhold Pix,Abg,GRUENE,m,1955,Umwelt,Sonstiges Umwelt,2
40,Armin Waldbuesser,Abg,GRUENE,m,1960,Umwelt,oekologische Landwirtschaft,2
40,Hans Peter Behrens,Abg,GRUENE,m,1961,Umwelt,oekologische Landwirtschaft,2
40,Martin Hahn,Abg,GRUENE,m,1963,Umwelt,oekologische Landwirtschaft,2
41,Felix Herkens,Abg,GRUENE,m,1995,Umwelt,OEPNV,2
47,Cindy Holmberg,Abg,GRUENE,w,1975,Umwelt,Energiewende,2
47,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Energiewende,2
47,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Energiewende,2
49,Cindy Holmberg,Abg,GRUENE,w,1975,Umwelt,Energiewende,2
53,Alexander Schoch,Abg,GRUENE,m,1954,Umwelt,nachhaltige Produktion,2
53,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,nachhaltige Produktion,2
54,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Klimaschutz,2
54,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Klimaschutz,2
56,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Klimaschutz,2
56,Ralf Nentwich,Abg,GRUENE,m,1982,Umwelt,Sonstiges Umwelt,2
56,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Klimaschutz,2
59,Dr Markus Roesler,Abg,GRUENE,m,1961,Umwelt,Tiere,2
59,Martina Braun,Abg,GRUENE,w,1960,Umwelt,Tiere,2
59,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Tiere,2
62,Bernd Mettenleiter,Abg,GRUENE,m,1971,Umwelt,Energiewende,2
62,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Energiewende,2
63,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Umwelt,Energiewende,2
63,Jutta Niemann,Abg,GRUENE,w,1971,Umwelt,Klimaschutz,2
63,Thekla Walker,Ministerin,GRUENE,w,1969,Umwelt,Klimaschutz,2
35,Peter Hauk,Minister,CDU,m,1960,Unwelt,Energiewende,2
8,Andreas Deuschle,Abg,CDU,m,1978,Wahl,Wahlalter ab 16,3
8,Thomas Strobl,Abg,CDU,m,1960,Wahl,Wahlalter ab 16,3
17,Andreas Deuschle,Abg,CDU,m,1978,Wahl,Wahlrechtsreform,3
17,Thomas Blenke,Abg,CDU,m,1960,Wahl,Wahlrechtsreform,3
34,Thomas Blenke,Abg,CDU,m,1960,Wahl,Wahlrechtsreform,3
34,Thomas Strobl,Minister,CDU,m,1960,Wahl,Wahlrecht ab 16,3
54,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Wahl,Wahlrechtsreform,3
58,Thomas Strobl,Minister,CDU,m,1960,Wahl,Kommunalwahlen,3
58,Ulli Hockenberger,Abg ,CDU,m,1956,Wahl,Kommunalwahlen,3
59,Andreas Deuschle,Abg,CDU,m,1978,Wahl,Wahlkreise reduzieren,3
61,Thomas Strobl,Minister,CDU,m,1960,Wahl,Wahlrechtsreform,3
61,Ulli Hockenberger,Abg,CDU,m,1956,Wahl,Wahlrechtsreform,3
8,Daniela Evers,Abg,GRUENE,w,1971,Wahl,Wahlalter ab 16,3
17,Andreas Schwarz,Abg,GRUENE,m,1979,Wahl,Wahlrechtsreform,3
17,Daniela Evers,Abg,GRUENE,w,1971,Wahl,Wahlrechtsreform,3
34,Dr Markus Roesler,Abg,GRUENE,m,1961,Wahl,Wahlrechtsreform,3
34,Martin Hahn,Abg,GRUENE,m,1963,Wahl,Wahlrechtsreform,3
34,Oliver Hildenbrand,Abg,GRUENE,m,1988,Wahl,Wahlrechtsreform,3
54,Daniela Evers,Abg,GRUENE,w,1971,Wahl,Wahlrechtsreform,3
58,Swantje Sperling,Abg ,GRUENE,w,1983,Wahl,Kommunalwahlen,3
59,Daniela Evers,Abg,GRUENE,w,1971,Wahl,Wahlkreise reduzieren,3
61,Swantje Sperling,Abg,GRUENE,w,1983,Wahl,Wahlrechtsreform,3
14,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,Arbeitsplätze sichern und schaffen,1
18,Klaus Burger,Abg,CDU,m,1958,Wirtschaft,Tiere,1
18,Peter Hauk,Minister,CDU,m,1960,Wirtschaft,Tiere,1
25,Dr Albrecht Schuette,Abg,CDU,m,1970,Wirtschaft,Innovationscampus,1
26,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,Inflation,1
26,Dr Wolfgang Reinhart,Abg,CDU,m,1956,Wirtschaft,Inflation,1
27,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,Tourismus,1
27,Katrin Schindele,Abg,CDU,w,1987,Wirtschaft,Tourismus,1
27,Manuel Hailfinger,Abg,CDU,m,1982,Wirtschaft,Tourismus,1
33,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,Innovationscampus,1
33,Katrin Schindele,Abg,CDU,w,1987,Wirtschaft,Innovationscampus,1
35,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,Arbeitsplaetze sichern und schaffen,1
35,Winfried Mack,Abg,CDU,m,1965,Wirtschaft,Arbeitsplaetze sichern und schaffen,1
38,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,Forschung und Wissenschaft,1
38,Dr Wolfgang Reinhart,Abg,CDU,m,1956,Wirtschaft,Forschung und Wissenschaft,1
40,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,Unternehmen,1
40,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,Unternehmen,1
40,Katrin Schindele,Abg,CDU,w,1987,Wirtschaft,Unternehmen,1
40,Tobias Vogt,Abg,CDU,m,1973,Wirtschaft,Unternehmen,1
41,Volker Schebesta,Staatssekretaer,CDU,m,1971,Wirtschaft,Arbeitsplaetze sichern und schaffen,1
43,Dr Albrecht Schuette,Abg,CDU,m,1970,Wirtschaft,Forschung und Wissenschaft,1
43,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,staerken,1
43,Manuel Hagel,Abg,CDU,m,1988,Wirtschaft,staerken,1
47,Raimund Haser,Abg,CDU,m,1975,Wirtschaft,Energie,1
54,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,Tarifpolitik,1
54,Manuel Hailfinger,Abg,CDU,m,1982,Wirtschaft,Tarifpolitik,1
54,Ulli Hockenberger,Abg,CDU,m,1956,Wirtschaft,Energie,1
57,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,allgemein,1
57,Winfried Mack,Abg,CDU,m,1965,Wirtschaft,allgemein,1
58,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,Tarifpolitik,1
58,Manuel Hailfinger,Abg,CDU,m,1982,Wirtschaft,Tarifpolitik,1
59,Tobias Vogt,Abg,CDU,m,1973,Wirtschaft,Energie,1
60,Dr Albrecht Schuette,Abg,CDU,m,1970,Wirtschaft,Innovationscampus,1
63,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,Arbeitsplaetze,1
63,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wirtschaft,Tarifpolitik,1
63,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,Produktion,1
63,Manuel Hailfinger,Abg,CDU,m,1982,Wirtschaft,Tarifpolitik,1
63,Winfried Mack,Abg,CDU,m,1965,Wirtschaft,Arbeitsplaetze,1
64,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wirtschaft,Tarifpolitik,1
64,Manuel Hailfinger,Abg,CDU,m,1982,Wirtschaft,Tarifpolitik,1
47,Dr Hans Ulrich Ruelke,Abg,FDP/DVP,m,1961,Wirtschaft,Energie,1
25,Dr Susanne Aschhoff,Abg,GRUENE,w,1971,Wirtschaft,Innovationscampus,1
25,Theresia Bauer,Ministerin,GRUENE,w,1965,Wirtschaft,Innovationscampus,1
26,Felix Herkens,Abg,GRUENE,m,1995,Wirtschaft,Inflation,1
27,Daniela Evers,Abg,GRUENE,w,1971,Wirtschaft,Tourismus,1
32,Thekla Walker,Ministerin,GRUENE,w,1969,Wirtschaft,,2
33,Tayfun Tok,Abg,GRUENE,m,1986,Wirtschaft,Innovationscampus,1
35,Felix Herkens,Abg,GRUENE,m,1995,Wirtschaft,Arbeitsplaetze sichern und schaffen,1
38,Alexander Schoch,Abg,GRUENE,m,1954,Wirtschaft,Forschung und Wissenschaft,1
40,Nese Erikli,Abg,GRUENE,w,1981,Wirtschaft,Unternehmen,1
40,Tayfun Tok,Abg,GRUENE,m,1986,Wirtschaft,Unternehmen,1
43,Andreas Schwarz,Abg,GRUENE,m,1979,Wirtschaft,staerken,1
43,Nese Erikli,Abg,GRUENE,w,1981,Wirtschaft,Forschung und Wissenschaft,1
43,Theresia Bauer,Ministerin,GRUENE,w,1965,Wirtschaft,Forschung und Wissenschaft,1
43,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Wirtschaft,staerken,1
47,Niklas Nuessle,Abg,GRUENE,m,1994,Wirtschaft,Energie,1
47,Thekla Walker,Ministerin,GRUENE,w,1969,Wirtschaft,Energie,1
54,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Wirtschaft,Energie,1
54,Felix Herkens,Abg,GRUENE,m,1995,Wirtschaft,Tarifpolitik,1
54,Michael Joukov,Abg,GRUENE,m,1981,Wirtschaft,Energie,1
54,Peter Seimer,Abg,GRUENE,m,1993,Wirtschaft,Energie,1
54,Peter Seimer,Abg,GRUENE,m,1993,Wirtschaft,Energie,1
57,Felix Herkens,Abg,GRUENE,m,1995,Wirtschaft,allgemein,1
58,Felix Herkens,Abg ,GRUENE,m,1995,Wirtschaft,Tarifpolitik,1
59,Niklas Nuessle,Abg,GRUENE,m,1994,Wirtschaft,Energie,1
59,Thekla Walker,Ministerin,GRUENE,w,1969,Wirtschaft,Energie,1
60,Norbert Knopf,Abg,GRUENE,m,1967,Wirtschaft,Innovationscampus,1
60,Petra Olschowski,Ministerin,GRUENE,w,1965,Wirtschaft,Innovationscampus,1
62,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Wirtschaft,Energie,1
62,Gudula Achterberg,Abg,GRUENE,w,1965,Wirtschaft,Energie,1
62,Niklas Nuessle,Abg,GRUENE,m,1994,Wirtschaft,Energie,1
62,Thomas Hentschel,Abg,GRUENE,m,1964,Wirtschaft,Energie,1
63,Andreas Schwarz,Abg,GRUENE,m,1979,Wirtschaft,Arbeitsplaetze,1
63,Felix Herkens,Abg,GRUENE,m,1995,Wirtschaft,Tarifpolitik,1
64,Felix Herkens,Abg,GRUENE,m,1995,Wirtschaft,Tarifpolitik,1
27,Christine Neumann Martin,Abg,CDU,w,1986,Wohnungspolitik,bezahlbares Wohnen,3
27,Nicole Razavi,Ministerin,CDU,w,1965,Wohnungspolitik,bezahlbares Wohnen,3
28,Nicole Razavi,Ministerin,CDU,w,1965,Wohnungspolitik,Investitionen,1
28,Tobias Wald,Abg,CDU,m,1973,Wohnungspolitik,Investitionen,1
29,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Wohnungspolitik,Gebaeudeversicherungsanstalt,3
29,Manuel Hailfinger,Abg,CDU,m,1982,Wohnungspolitik,Gebaeudeversicherungsanstalt,3
33,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Wohnungspolitik,Gebaeudeversicherungsanstalt,3
33,Manuel Hailfinger,Abg,CDU,m,1982,Wohnungspolitik,Gebaeudeversicherungsanstalt,3
39,Nicole Razavi,Ministerin,CDU,w,1965,Wohnungspolitik,Aufwertung Ortsmitten,3
39,Tobias Wald,Abg,CDU,m,1973,Wohnungspolitik,Aufwertung Ortsmitten,3
46,Christine Neumann Martin,Abg,CDU,w,1986,Wohnungspolitik,Zustaendigkeit Mietspiegel,3
62,Christine Neumann Martin,Abg,CDU,w,1986,Wohnungspolitik,Aufwertung Ortsmitten,3
62,Nicole Razavi,Minsterin,CDU,w,1965,Wohnungspolitik,Aufwertung Ortsmitten,3
64,Ansgar Mayr,Abg,CDU,m,1972,Wohnungspolitik,Mehrgenerationen,3
14,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Wohnungspolitik,bezahlbares Wohnen,3
15,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Wohnungspolitik,Gebaeudenutzung,3
16,Andrea Lindlohr,Staatssekretaerin,GRUENE,w,1975,Wohnungspolitik,Gebaeudenutzung,3
27,Martin Grath,Abg,GRUENE,m,1960,Wohnungspolitik,bezahlbares Wohnen,3
28,Tayfun Tok,Abg,GRUENE,m,1986,Wohnungspolitik,Investitionen,1
29,Tayfun Tok,Abg,GRUENE,m,1986,Wohnungspolitik,Gebaeudeversicherungsanstalt,3
33,Tayfun Tok,Abg,GRUENE,m,1986,Wohnungspolitik,Gebaeudeversicherungsanstalt,3
39,Silke Gericke,Abg,GRUENE,w,1974,Wohnungspolitik,Aufwertung Ortsmitten,3
46,Andrea Lindlohr,Staatssekretaerin,GRUENE,w,1975,Wohnungspolitik,Zustaendigkeit Mietspiegel,3
46,Cindy Holmberg,Abg,GRUENE,w,1975,Wohnungspolitik,Zustaendigkeit Mietspiegel,3
62,Barbara Saebel,Abg,GRUENE,w,1959,Wohnungspolitik,Aufwertung Ortsmitten,3
64,Manfred Lucha,Minister,GRUENE,m,1961,Wohnungspolitik,Mehrgenerationen,3
64,Petra Krebs,Abg,GRUENE,w,1969,Wohnungspolitik,Mehrgenerationen,3
1,Anton Baron,Abg,AfD,m,1987,,,
5,Bernd Goegel,Abg,AfD,m,1955,,,
5,Carola Wolle,Abg,AfD,w,1963,,,
6,Anton Baron,Abg,AfD,m,1987,,,
6,Bernd Goegel,Abg,AfD,m,1955,,,
6,Carola Wolle,Abg,AfD,w,1963,,,
6,Dr Rainer Balzer,Abg,AfD,m,1959,,,
6,Emil Saenze,Abg,AfD,m,1950,,,
7,Anton Baron,Abg,AfD,m,1987,,,
7,Bernd Goegel,Abg,AfD,m,1955,,,
7,Carola Wolle,Abg,AfD,w,1963,,,
7,Daniel Lindenschmid,Abg,AfD,m,1992,,,
7,Hans Juergen Gossner,Abg,AfD,m,1970,,,
7,Ruben Rupp,Abg,AfD,m,1990,,,
8,Anton Baron,Abg,AfD,m,1987,,,
8,Anton Baron,Abg,AfD,m,1987,,,
8,Anton Baron,Abg,AfD,m,1987,,,
8,Bernd Goegel,Abg,AfD,m,1955,,,
8,Bernd Goegel,Abg,AfD,m,1955,,,
8,Daniel Lindenschmid,Abg,AfD,m,1992,,,
8,Daniel Lindenschmid,Abg,AfD,m,1992,,,
8,Dr Rainer Balzer,Abg,AfD,m,1959,,,
8,Dr Rainer Balzer,Abg,AfD,m,1959,,,
8,Emil Saenze,Abg,AfD,m,1950,,,
8,Hans Juergen Gossner,Abg,AfD,m,1970,,,
8,Hans Peter Hoerner,Abg,AfD,m,1951,,,
8,Joachim Steyer,Abg,AfD,m,1966,,,
8,Miguel Klauss,Abg,AfD,m,1986,,,
8,Miguel Klauss,Abg,AfD,m,1986,,,
8,Ruediger Klos,Abg,AfD,m,1960,,,
9,Carola Wolle,Abg,AfD,w,1963,,,
9,Carola Wolle,Abg,AfD,w,1963,,,
9,Dr Rainer Podeswa,Abg,AfD,m,1957,,,
9,Ruben Rupp,Abg,AfD,m,1990,,,
